,GSM590840,GSM590842,GSM590848,GSM590850,GSM590851,GSM590852,GSM590853,GSM590855,GSM590858,GSM590860,GSM590862,GSM590864,GSM590867,GSM590869,GSM590870,GSM590871,GSM590873,GSM590874,GSM590877,GSM590879,GSM590880,GSM590884,GSM590885,GSM590886,GSM590889,GSM590890,GSM590894,GSM590896,GSM590898
TLR7,3.89443933871042,3.63230352346228,4.07830324937684,3.63072176892567,3.9714698441248,3.7095610668777,4.40959126777807,3.78640281228092,3.56978755661138,3.69013153452603,3.65891007995074,3.54277306237993,3.57133407708591,3.87390817073518,3.69388906765608,3.78586476431589,3.4708951403293,3.6505690758614,3.2778908303468,3.51112979805424,3.70166141880632,3.51260293657721,3.65450537836258,3.99026003954093,3.74705720844555,3.57374362457236,3.68625877865455,3.78622168455766,3.66003774546924
TLR8,6.13232143630302,5.38501299982713,5.3598592249621,5.37987010199093,5.52700576386092,6.0509966069236,5.62660670750811,5.41436742351885,5.20135852958924,5.95495174731432,5.32330482454333,5.32084687856689,5.0733168164128,5.60672987470244,5.77491265113914,5.64159823512333,5.19743427158132,5.13758051072726,5.19755622713888,5.15534041429234,5.37987010199093,5.2608767785615,5.88160246338008,5.06092147722205,5.35103532977466,5.23637136135499,5.31582248468046,5.15756934597638,5.93087552258361
TLX1,5.42703508396316,4.85110722713227,5.47793353448035,4.90162847558522,5.24142359039544,5.18926687469554,4.84000868445478,5.39885107171202,4.76668090419493,5.18469594333738,4.86074053031599,5.39095189943712,5.08724536437822,4.84621630136064,5.60723171662351,5.25241003300294,4.95223526817726,4.63846229033408,4.76071062872986,5.12461544677686,4.92719372157092,4.96530881057005,5.02324573694975,4.6498277807688,4.98485195101846,5.05654866145842,4.89372223942784,4.83609220718151,5.06315778540981
TLX2,4.92583475496955,4.55453121666406,4.55243809950785,4.45606399607089,4.49910697027401,4.66655066737964,4.48323632063213,4.60029582841834,4.49699475630271,4.40797477147719,4.71401786061624,4.54379347570007,4.94318254090711,4.80466350167407,4.78655031141654,4.83159361154315,4.41520294177376,4.42456103865911,4.45039230264282,4.67381679095726,4.34353071332751,4.6026908021987,4.85835311569705,4.45600446765254,4.58732614040462,4.92410125445217,4.73504854749681,4.57746326191108,4.74212383478666
TLX3,4.35443566329274,4.44205577848832,4.24985144648275,4.11241511388657,4.38218769825419,4.30649308754175,4.55983567580484,4.34577143654433,4.3436698629821,4.27749391721562,4.14315745768024,4.33232273318502,4.36066445684227,4.49561644766927,4.48932349787631,4.38509011056553,4.28476548613902,4.52252627811987,4.25726375657996,4.16742752215182,4.25421560664692,4.43714527786305,4.35115826393563,4.28400977571047,4.33232273318502,4.47553879437973,4.20847826399745,4.18256094295454,4.32440615535893
TM2D1,6.61730557601865,6.61000582170909,6.68219169877142,6.87959927094691,6.81450011723363,6.43516892748679,6.72663358965021,6.42504280511241,6.15463745522529,6.3108197561126,6.253276132128,7.19055480710782,7.1725892864649,6.57046076669784,6.23297865462022,6.17715698990062,6.66297282407437,6.67745397031654,7.38277956479264,6.49121302547648,7.61828539321176,6.59118658977867,6.45987851022823,8.18946378620875,6.33659394384213,7.88370754869799,6.17666363261663,6.80465683185257,6.77184300819509
TM2D3,6.03579137706013,8.05102417863515,8.11571464192916,6.77327833329111,7.35814484802691,7.5290977183148,7.50830582303713,7.81816181783046,6.57397685419163,6.26470855403331,7.18964601348182,7.55044673674328,7.13935440786795,7.11209415789202,7.75630525503328,6.61692707314461,7.65816634557468,7.29476697854954,6.91186115688512,7.06870658745024,7.9109913009053,7.27318238852564,7.30163509320493,7.03404121626178,7.21121353112884,7.08522815142039,6.76615045575915,8.46475647539981,8.07236181912433
TM4SF1,7.06079336778644,8.43093918797641,9.70294303962014,8.63141858671484,9.7852081100065,8.86695010078985,9.05227437206029,11.116170421912,8.7941397941145,7.81374904391238,9.69985379640794,8.82548156020273,8.0840481977453,8.21575090528382,8.93296408571228,8.05736984043603,10.0466457110376,10.7882752903179,8.10744307630471,10.0954475627786,8.35610999802657,8.65993409824525,9.45490223678289,8.62206291236263,9.15842987555231,10.8436181114656,9.15137135393942,10.4429369864916,9.50737533385404
TM4SF20,4.04637294451682,3.58637714411441,3.70801647405526,3.55229175712751,3.66397634140491,3.63391990708898,3.71852613710034,3.65640354102567,3.64581122831297,4.01577616969202,3.62605377475386,3.51793677243663,3.73783361802541,3.68536424772526,3.62605377475386,3.58027751660024,3.44604788196126,3.53322999532927,3.43720591566602,3.64517787033517,3.71285839788219,4.08533490021764,3.3844480928547,3.40844695331923,3.46420822825173,3.73257658321117,3.53764064995509,3.6233306689222,3.71934411380434
TM4SF4,7.29047548506007,6.57857255213478,6.46613967612524,6.26856975647575,6.43003911874716,6.56615276259371,6.38277676229368,6.58229510879238,6.39248545078083,6.97410419730519,6.21801100927499,6.40443581581498,6.28782204043573,6.55574905527705,6.50158370938822,6.55516967074406,6.21019029265102,6.27235494425294,6.3118714778925,6.36767058435317,6.28492742960868,6.18493747872456,6.18571467315328,6.0198813070439,6.2266525300354,6.23399528130535,5.74934714295263,6.28782204043573,6.16602484776275
TM4SF5,5.07018719837001,4.57769415474756,4.55523718397733,4.39274673891324,4.67593478978292,4.78951987149831,4.74607132852479,4.72684850739003,4.55615016850706,5.16091286315441,4.75705095671053,4.60285880379931,4.95819766847212,4.66792989029738,4.89877366077409,4.65909962500412,4.53208173213714,4.53226867237479,4.50869104384655,4.51575467803243,4.718723207035,4.9660104029685,4.68724799101568,4.56464293719422,4.59059996354644,4.91245228455445,4.72691503739122,4.33605684080514,5.00812035853606
TM6SF1,6.36882356381536,6.02335569774153,5.98631758957021,5.41675098524385,5.79825348958649,6.16659561203167,5.81467859373141,5.59576166685113,5.64297183153466,6.12703963797867,5.4893026520427,5.62711474120216,5.85608205203216,5.76951744944948,6.03928555316773,5.87410685149206,5.93992608009311,5.34890303581883,5.39577017876077,5.35653774186569,5.99169777999755,5.68042608232545,5.91953085841175,5.60361183084603,5.74248271167089,5.3414845951233,5.54557465570279,5.45671930893385,5.66132273246558
TM6SF2,6.12430871556515,5.40155786028894,5.27692874839371,5.23944673883618,5.24805167661879,5.51869113000131,5.36278903914986,5.30003240426522,5.24144563814081,5.81437938232413,5.24805167661879,5.38470304733807,5.83609087192725,5.26156018740729,5.42953027611712,5.65071307451192,5.28354694205513,4.95137314342866,5.1646269074183,5.38533463557935,5.69203540969258,6.21686796372746,5.12236861133388,4.97403266019914,5.0485878388994,5.41110972071094,5.1674463283355,5.0018934406964,5.20553203988512
TM7SF2,6.42909065282904,5.65255912736979,5.77053513293076,6.4865538418047,7.61316070295177,5.98013075242354,5.79622365810384,5.64859549260549,5.60316090031392,6.18732652748696,6.90157686500987,7.64681463735245,6.23026394522949,5.53193559152709,6.13720513252795,6.01988321768981,5.8017383152363,6.96711973189691,8.41870137016333,6.06261814724401,5.88182808486966,6.14130482161839,5.99549163232501,5.44565191611638,5.33382970204248,5.60201659996162,6.0414769894309,5.39949578246045,7.68582278620185
