,GSM590840,GSM590842,GSM590848,GSM590850,GSM590851,GSM590852,GSM590853,GSM590855,GSM590858,GSM590860,GSM590862,GSM590864,GSM590867,GSM590869,GSM590870,GSM590871,GSM590873,GSM590874,GSM590877,GSM590879,GSM590880,GSM590884,GSM590885,GSM590886,GSM590889,GSM590890,GSM590894,GSM590896,GSM590898
CASKIN2,6.6829382514793,6.24032032910418,6.31429274931001,6.05658481271065,6.22599625911147,6.21410544777751,6.34580130857423,6.2074259103337,6.17025112241788,6.08468309724665,6.2103635449052,5.65526734340343,6.38471623862535,6.13989602967726,5.94232335910982,6.12560467068557,5.99249553368194,6.16266518638934,6.0166218286637,6.12612267220148,5.95370361666615,6.02223992586139,6.19452708062076,5.8664987632369,5.86542485917187,6.38797379258736,6.70662302169245,6.16324606897582,5.95758386494786
CASP1,6.49277032222867,7.27224630567459,6.39067482063849,6.60898870660628,6.24980928187607,7.59445377478624,7.25275255472994,5.82293751785083,5.98030540282459,7.33269859380508,7.74063892975837,6.04470576263294,6.68809965932615,7.58949507612194,7.09346495952463,7.88516604176841,6.71733097827446,7.37393625814147,5.58266495462253,6.42089279004763,7.49250075118005,7.36260114388902,7.28593698422196,7.53595384088998,6.43062886419828,6.5894744738279,6.99717882483001,6.56629492405361,7.51426920759636
CASP10,7.43215372045093,6.44514914857439,6.63345172696707,6.29432728343381,6.45179256757334,6.68782829469397,6.5221267224768,6.59557023490922,6.32301959687546,6.80373376130796,6.45071649916503,6.39961523956732,6.49874792718269,6.78194454451468,6.61667770508072,7.08467866610302,6.16176643110593,5.97528040931922,6.37631407041323,6.21992674608833,6.39280299487602,6.32010958223531,6.30861524424997,6.04003774254167,6.25134176343772,6.26993799535365,6.20845768095202,6.00986724692871,6.19477234516768
CASP2,6.5192710137741,6.33186078306546,6.12292941449516,5.99433581677885,6.13961586271009,6.3974742094211,6.32226294594386,6.17034837593668,6.08886440499685,6.12505219317201,6.04312466347765,6.31152459993067,6.33061026899687,6.32620735332317,6.6230937464101,6.53340068493836,6.7696006309753,6.85847254556197,7.1886886699455,5.8652111243383,6.07389925312231,6.71400168288632,6.24852278245421,5.77161110977564,6.40860420817093,6.46243745702277,6.4211574863405,5.83389590886295,6.30823934471343
CASP3,5.33613012361576,5.37087514383888,5.15284140627292,5.44629360942173,5.41782626017847,5.43427273569965,5.51895257111491,5.48000366457478,5.78490659667399,5.27059447488747,6.00193790613333,5.62114706162094,6.65219141161142,6.06681315682098,5.26256958301879,5.36694736454587,5.60210359879628,5.86420297066321,6.56074397313484,5.26777476414573,5.56327244544188,6.61883931205637,6.18753633999694,5.84946938209163,6.16262064314225,6.02468808649992,5.53785078557468,6.40696060504115,5.50614179279921
CASP4,5.50284497602792,5.14713035708775,5.11031641924518,5.26917809110911,5.18997657768147,5.80791149199445,5.56179361254945,5.22772276676121,5.21698410429459,5.54523977454441,5.65728380091809,4.82166188306116,5.96818417376683,5.85428656556789,5.6806052354536,6.31048136169072,5.03052098850876,5.27242768922743,5.01255878445975,5.17071035764766,6.2587189991175,6.19444213668381,5.87343469882139,6.26767025407474,5.51023418666575,5.40168672117791,5.58114830999409,5.52382226897174,6.75670925463805
CASP4LP,4.42452005934184,3.85863983808992,3.72076599628048,3.63174313270966,3.64627130118255,3.79331894680236,3.65893589341596,3.64627130118255,3.58713989722501,3.98131718425088,3.65750708879408,3.69505572649455,3.68990203034312,3.70314504097784,3.79673605449515,4.21793573433839,3.55649897772536,3.64627130118255,3.58981017581937,3.88447970348578,3.95494390336195,3.78319710819871,3.69935566085143,3.53734685654781,3.60086975888092,3.581210091551,3.47200732171688,3.44329797054983,3.52230726493953
CASP5,5.24248127504609,5.00948777996542,5.17573483498742,4.95088657498127,5.23340556040967,5.23126635397253,5.17272057311022,5.1250532028761,4.96668949446117,5.34042277826861,5.16194797541658,5.00828213056096,5.35845214863708,5.16684017420219,5.19000115091016,5.38781977313161,4.93612249438667,4.89618673895328,4.91883252303957,5.01100442594483,5.05480867278742,5.22753100251181,5.16634495378915,4.95106488623812,5.07418169138855,5.01172734400318,4.91930556589492,4.80832656936552,5.15635539302632
CASP6,5.37304420457265,6.91747720666694,7.71139263454936,6.63156943745667,7.28245454137349,5.77561451718058,6.26037217968298,5.48635956372514,7.59284402663648,5.66103521338002,6.73600965123896,6.42578846071081,6.70458327540695,5.39878985718396,5.32451694562016,5.6922927066382,6.34760600935453,6.87809142540885,6.99634870155416,6.02172862685595,6.36819904970671,5.97688664918874,6.21442318305514,6.95802372627796,6.14156249432407,7.25498899103878,7.02902233046044,6.52908931909355,5.08243216032765
CASP7,4.49213163035104,5.7674244618683,4.66796288298956,4.67392629389492,4.6859151204369,4.82890137876709,4.81863089609927,5.09342112724967,4.52297106941623,4.88863266118563,5.05399222754448,5.13828043133604,5.11309997880702,5.1565081361937,4.94658453605806,5.0918541800876,4.98063434269655,5.29023420914493,4.75551387883529,4.76161796378697,5.87016170554923,4.89083162252463,4.70188578693998,5.37883483751865,5.92585195400641,4.66741061562234,4.71161969061526,5.14223459520526,4.91645295029804
CASP8,5.57370758816261,6.07629110146235,6.25468993717012,5.95755414537106,6.11475633922194,6.78459793094789,6.55739579760925,5.7800364479764,5.18283515587713,5.68555772943058,5.55231053789012,5.69997177000334,6.37235476941201,7.10512572950933,6.51433214208003,6.77349454014653,5.81402026582886,6.51370466999387,5.44293497299384,6.65500039289557,6.52058897925203,6.80582356257682,6.08859417459704,6.66571609512027,5.84937971504996,5.41861992069349,6.07533354113256,5.44617456904318,6.69399964796804
CASP8AP2,4.65394419386596,5.73799763248478,4.76229515645882,5.21267353521136,5.19997296286936,5.02232071445494,4.84995438239246,6.63417128349602,4.83125975182238,4.88058814124232,5.16629469215821,5.08242139300907,4.70014036807354,4.61270084732004,4.83868114187852,4.62138641704961,5.77286883596081,5.54372260836094,6.71157153343019,4.96786113469206,5.0179016225735,4.81496814169021,5.64204042959334,5.22250996790088,5.7800010180038,5.14483314701864,5.0722787851871,5.56888684194928,4.74194041070235
CASP9,7.70866268232112,7.12141049837761,7.28854163046225,6.97325453895072,7.09057655615273,7.1929885845302,6.99813553284425,7.32416329853327,7.12887042399303,7.18444393191995,7.01325744312561,7.04467360462177,6.84464674175905,7.01886809570813,7.31727444872865,7.43072788032421,7.24114049932476,6.94992057846237,7.01953728729506,7.01361521288136,7.17773723246754,7.21854738619762,7.09528216881862,6.73876507028863,6.94806817932332,6.78320300777659,6.79229025761977,6.80441826405678,7.25182187212725
CASQ1,5.42478078118309,4.93696805299701,4.86178254199558,4.56985801957823,4.74075097640312,4.88930171900947,4.94361053483799,4.65619193718491,4.57957810082791,5.18741877375308,4.67547334585131,4.72943177015494,4.37777285493502,4.50997409429702,4.39873555724667,5.02107122697179,4.49288178759278,4.49865338531047,4.45200637664082,4.57210672082426,4.70982421177954,4.17089688512141,4.33620814235998,4.39420273391345,4.48434963680487,4.5892618100191,4.44471812527222,4.37812118177395,4.39211525887224
CASQ2,7.01329128453655,6.21703629972633,6.13822714451936,5.87186200131276,6.16785518020511,5.98665926744402,5.78917228919416,6.19062884313082,6.01016518882652,6.55529168846979,5.89040001554451,5.91156040205237,5.73090328746803,6.12070282379137,5.82464604627319,6.32351409607453,6.00593077683015,5.6176652173953,5.89537746815281,5.96105861593162,5.96395873466115,5.71445800645876,5.93587241327448,5.46912314519043,5.71213848251745,5.57769569113551,5.68032410415551,5.40353036515093,5.44557968892787
CASR,6.96445471677172,5.79587617073424,5.85236453607754,5.73426132386085,6.03616803341474,6.17548108233826,6.25048416993583,5.99571200084006,6.04684521527808,6.18011171822299,6.057309282585,5.93455431272123,5.6818739416089,6.30259520577829,6.0365039404882,6.03816242827352,5.65278884409864,5.70589826393184,5.79099804099526,5.98533019097017,5.86825090003031,6.69251820635973,5.83315381772634,5.47090261233148,5.78977463452176,5.7773153506586,5.92544390114409,5.44829937522696,5.97589565950551
CASS4,4.25258049704627,4.22134239947184,4.06123504314118,3.95528168017625,4.04163440128085,4.23717151207776,4.12180750642849,4.14221553595866,3.97307647858106,4.40518988358449,3.93226435688143,3.99259648174595,4.43592323979218,4.03363148672067,4.24210434545534,4.14937979742503,4.06938360518178,3.9674977626565,3.91218163032853,4.00542196559548,4.06610207819257,4.13912589930334,3.96082052934355,4.09357416133353,3.85945998641604,4.13876682429638,4.15150953599101,3.93821880681871,4.12891759488497
CAST,7.24387451527138,6.9707927414133,7.8960945961508,8.14767685053202,6.9528406332568,8.17784523252188,8.04715948046591,6.48833770506038,7.39585186793769,7.29469374763546,8.07207023977141,7.75458314223817,7.2527885092819,7.60712902732224,7.44425201744643,7.2415543273531,8.29862668197512,6.32093544561595,7.95634905889183,6.71422965888137,8.4866808100003,8.01499382497628,7.52946499262595,8.64880618084131,7.55800662115374,7.70243991418612,7.39275909911172,7.60914497535324,6.9289250052359
CASZ1,7.4430857890167,6.90601635261997,6.88047697923078,7.0407585873882,6.8692437501804,6.98441422747879,6.75374301775707,7.02174868935912,7.22000363898204,7.09513785142934,6.73207318839462,7.11079243061865,7.59477753575326,6.89533369572398,7.43707199488327,7.24242578723186,6.76665627628469,6.62387060409514,6.81626198332838,6.93348165749745,7.08356231672404,7.23118510971216,6.99025556563332,6.7848641637306,6.804962877705,6.94296230701662,7.00830446932826,6.7835104649052,7.2814769786045
CAT,7.68786350204372,9.13282843060825,9.595822765502,9.2467989073579,9.55116717774905,9.73633858866158,9.00370758436616,8.97918345514163,8.3355379133681,8.66395925853673,8.88732667586736,10.9776754975272,8.17204800024723,8.83373995695739,10.535419787124,8.45258609531323,9.1621208516269,9.20526197544782,10.2979108959121,10.426535204413,8.5017879074406,7.92023477230743,9.25219325900706,9.58762623577099,8.60901513759731,9.93818493985764,8.80520991776804,8.51631643520908,10.1683986573463
CATSPER2,7.25457863551886,5.77353731102789,6.06857718072668,5.77236540229539,5.81333075665099,6.05764644119647,5.87897398104812,6.13652092714023,6.05608492216239,6.37577704206314,6.02036571014297,5.85965262070196,6.228680416738,5.77408834571227,6.18855975429763,6.18386546022905,6.07436902109787,5.60138825457301,5.34408734541075,6.13751244219392,6.21100294306922,5.98018840511057,5.88957448624244,5.46794853763205,5.56476505236581,5.75497110160701,5.84616473569011,5.43776373686918,5.86948751596284
CATSPERB,4.58266849370784,4.45892067777057,4.23885061915779,4.80952233353749,4.31076306837181,4.23272410016355,4.46360645462606,4.31185935044816,4.64549545887062,4.80287843409374,4.20829239848433,4.27220213360975,4.53432770992724,4.32505287385266,4.56916744413884,4.59015068041471,4.1432849876179,4.1933301573876,4.25268273856378,4.62130965143504,4.38752462992898,4.58496628137241,4.21628067639829,4.26411398562419,4.07932234500991,4.2612307225688,4.31835681121938,4.05314899453806,4.71277102905276
CATSPERG,5.99486296645484,5.0798867043085,5.0798867043085,4.90270285525074,5.15211199117752,5.41385180363349,5.2057701351159,5.23645348863277,4.98747900202971,5.34231901949893,5.18416591527336,5.18875103928289,5.03821541084595,5.26713830493783,5.15793514900947,5.20132263807857,5.67885331937634,5.19588607054099,4.91207411184308,5.0798867043085,5.2844704117348,5.07063509671648,4.93406483238626,5.0237208143624,5.05098576986901,5.19827224554461,4.98581126073981,4.9841185701583,4.98764811565646
CAV1,6.55205991339152,6.45221414979627,6.2145112812023,6.17652435287781,6.68095393132439,6.07173780305334,5.86504264017398,5.61896266486101,7.76060096652042,6.10780365477143,5.58831662738275,5.62190630381942,5.49842975396945,6.45733375369785,7.02311035469013,6.860114287095,6.98218184498424,5.38054448349248,5.76791309068307,5.86588316105195,5.90411487470962,5.52678141993098,5.96751548983896,6.45768421349653,5.93601242278619,5.76494799105818,8.26380544119732,5.09988071563411,5.43299157579968
CAV2,5.89502606815383,5.00419991983214,5.17466841129032,5.60284004607636,6.32370140508229,5.29256064390999,5.10517688905842,4.97889423742223,5.72243534349328,5.53866328744055,5.29307445612007,4.7807711903255,5.77341841311084,5.20024534493952,5.23663254150553,5.60559431689272,5.41124244434653,4.68611985353693,4.87549691833551,5.17597022288304,5.41659498811755,5.23839913436315,5.03693238527936,5.80983007619509,4.87291214180274,4.76483339494003,5.03781745662193,4.71502119272846,4.96225559767285
CAV3,7.53669159461243,7.02196727245142,7.0907595302688,6.88686262722441,7.03364025731856,7.30521579548334,7.17399716323303,7.12181081943643,7.01659042235426,7.4310757816805,6.88676526795542,7.05226515563978,7.65296784165349,7.26545678337314,7.39689254978484,7.27456191676345,6.88924692447357,6.84875793834552,6.96462512361601,7.04986927909567,7.04877759600692,7.10743349649397,7.1474390833983,6.72219529281099,6.88844215955576,7.01585796016339,7.12030058830363,6.78940643748183,6.96077918408969
CAVIN1,7.37160733517249,7.10593520371402,6.85657576673242,6.40727784407806,6.31212767366119,6.75074037112066,7.01127166438114,6.73455885842467,6.49578826136421,6.85994262645391,6.16655474561983,6.64115324349969,6.25545701832319,7.20371635757709,7.48675374042479,6.66440074160781,6.92404902739018,5.99729922789717,5.98400347548197,6.93878939552636,6.63478337693333,6.15175693088468,6.03707683701275,7.88239928908646,6.34257526212855,5.83695117139116,6.89055371935894,6.99010670695018,5.83101478842437
CAVIN2,4.45613429070996,3.71611875064282,3.88055236188839,3.90723970089613,4.03790574573597,4.16703894396372,3.83392014795005,3.88654026154737,3.90523912242321,4.02947905687092,4.01295218167085,3.69164987793934,4.38670781232855,3.73105028533545,4.82453867793268,4.16645273915398,3.5248065682371,3.71001552981994,3.51697094659104,3.66571448465084,4.09851164827688,4.08169303017349,4.54161157847089,3.73974349949565,3.49778208115099,3.84858339574871,4.00654277820793,3.79588277265887,4.17964876599993
CAVIN3,5.58163766850805,5.35686381072751,5.74520960949557,5.7011473281542,4.80916395539746,5.47141048924255,5.73258963564455,5.2189995347176,5.09439411766854,5.27608696939435,5.2664033815003,4.88103075210987,5.36843407688104,5.62796713904886,5.6594670307992,5.64622978268398,5.71297469391597,5.79969561965944,5.33966682369427,5.30438390939349,5.31936126999929,5.12682050024785,4.82877368861301,5.53687753221444,4.89795006685541,5.79001744451103,5.63750748983706,6.67853565438955,4.98786011273839
CBARP,3.67040640373142,3.6784721178826,3.58123713423507,3.55053465505508,3.59752687283424,4.00338499328573,3.57372060706661,3.44684562274971,3.40635071873311,3.62935040736349,3.62811223158478,3.608187143179,4.04315748344659,3.6882289640642,3.93731219993345,3.47804096033292,3.43673095417446,3.63743516482847,3.67444739343036,3.66082757542714,3.83837681511335,3.97464901612474,3.82787955875879,3.58734402324685,3.67040640373142,3.84379169952849,3.8923495632871,3.81148390708779,3.96259749142158
CBFA2T2,6.42302976548336,6.60388300515021,6.58839267632382,6.89001607643517,6.91537041465984,6.18072134480016,6.41429820697753,6.43825593995744,6.86793282917528,6.56680175000425,6.1249205634926,6.13466499983818,6.48107154885032,6.48671280711797,6.4810006949128,6.31507031325889,6.4210389919082,6.35612655164768,7.20989220207966,6.54190807812118,6.77289243028474,6.47211964216658,6.36829648803959,6.29478185642908,6.31703145452923,6.36008757557042,6.33137869199198,6.10823145598997,6.38952827799414
CBFA2T3,5.28681870362905,4.76184575457454,5.04318070612238,4.97267322467393,4.86196852270718,5.11482018642289,5.57421236780287,4.89210967507518,4.87067162068811,4.99475535601408,5.28721567200793,4.73496842022269,5.38631421181168,5.24605035168669,5.3807093520688,5.00853910355575,4.7443698720188,4.95711442691683,5.01356572500359,4.8123145303508,4.96391519838084,4.81924839995844,5.13872948419712,4.85070760254882,4.7071499205958,4.57522669534586,4.92086387137302,4.87468153320755,5.50037524321841
CBFB,6.64987509400783,8.37978864289842,8.03508941878541,7.97380703538917,7.87315861476439,7.96052454116109,8.45379763806413,7.8461067737586,8.18296258048118,7.61638062133253,7.86631980792092,7.7122775059217,7.24125039475968,7.9242370263847,7.55729295991657,7.80448515503606,7.63527001499062,8.7775868004016,8.79120857673631,8.24234576494344,7.91378706404245,9.1228295298465,8.06408446571294,8.1328050713318,7.9969029785738,8.73417163434466,8.57711669075712,8.51196721049991,7.65780311579396
CBL,6.54257236204495,5.65512738034723,5.84032671586835,5.44483861909664,5.74681783496804,5.65960491421712,5.63914274409403,5.75406395616465,5.59119274067716,6.19940192939532,5.44435639768533,5.56327123593875,5.59130922012967,5.6705568906758,5.67253268589242,5.85706310957496,5.40857286198366,5.20712727546833,5.51604757594838,5.63308575780906,5.5149889947695,5.8810873527406,5.63443596433697,5.18025229862957,5.54650043971613,5.54673265734438,5.42579123344401,5.29639167192468,5.37254592314597
CBLB,4.99811440973429,5.3372018775586,6.28781176395909,5.70185523531379,5.85557263584718,4.97596565174555,5.5268176631457,4.97381780760046,5.87777832467403,5.74771365591861,5.65631879669329,5.83413916512015,5.86725204929043,5.67935409509186,5.22040938485271,5.3168245373105,5.72789865243132,5.81125187246984,5.7424695869283,5.54975117464408,6.06285763442658,5.0189853041986,5.44732047666692,6.85439165405214,5.23021462610026,5.22780813295505,5.70372591147173,4.7317928437448,5.68395746486961
CBLC,5.07297602042589,4.64673336746818,4.26116218550318,4.53261082905379,4.76602939463428,4.56296043999109,4.3239350508774,4.33124166241443,4.36799007451797,4.97083134963666,5.25437022594362,4.26685689862295,4.54178992852365,4.52192861393485,4.90318376258569,4.57357479565528,4.77601464687111,4.85359189622693,4.7318081058001,4.46324969507368,5.17281569754804,4.64321061239519,4.63017682508881,4.45669706363089,4.85965995974765,4.90204527978505,4.59586919008995,5.11551336532587,4.68755580126302
CBLIF,5.656155473215,5.32576221754225,5.33527694845957,5.08846305996298,5.22418364634889,5.13561366673087,5.08846305996298,5.08846305996298,5.30385873706848,5.44301114864067,5.06564651983546,5.13989747752898,5.09790492190069,5.08846305996298,5.11132606483563,5.21810534623379,5.0886728171574,4.98797298617893,5.0201043433093,4.96630122633447,5.33649080480847,5.17372683286908,5.05327720916397,4.98650537634579,5.14395626829164,5.12956132422456,4.98587653087498,5.04893336523202,4.99624444975155
CBLL1,3.50683354300782,3.29656698097599,3.35679330375957,3.81946711002696,3.39494895065014,3.28674303449539,3.46055378737309,3.23296923720243,3.17364254505265,3.35405313482675,3.38785372411802,3.33005001503162,3.10720044889658,3.36145256697757,3.29687061631812,3.11289483564071,3.32497359783198,3.39621351157488,3.85209227305359,3.31171698333311,3.22066960506838,3.27328752741427,3.292904560775,3.74498049734596,3.45421447108722,3.19480835251129,3.22938643974075,3.33735870619498,3.2851632668476
CBLN1,4.90411108233257,4.78778124357771,4.72885890777123,4.61288348415406,4.85153869334406,4.66531842000383,4.5730422640036,4.75546765914544,4.80274193871434,5.04500977468303,4.48904937526223,4.69236971441407,4.54947573079927,4.57658453617598,4.7034902058355,4.72856813108663,4.50627249413197,4.5044583636146,4.68461226600548,4.52860085331005,4.53641810287608,4.5629894583718,4.49377157455913,4.14138139750781,4.67287661957588,4.52399050203274,4.37367805509127,4.37241443726439,4.59643592991204
CBR1,5.49846137295956,5.77036108344439,5.69012198017746,5.95891351568328,5.38811159315373,5.70334590148266,5.83319552935672,5.68017380143198,5.5099836652748,6.16351539027497,7.45327988210208,5.59791606694282,6.08799933620116,6.28401520735517,5.42608109717329,6.08177219397166,7.07185034775344,6.95854633020717,5.90645223044139,5.91071655610382,6.03968765061147,6.53825638786538,5.72778547346065,6.15755494035112,5.05602352585183,6.62185031170897,6.85044469404804,6.71338230627457,6.72142632865995
CBR3,6.32724826129818,7.17027623441457,6.51286116735171,6.42390780001694,6.5669553311142,7.17271197648195,6.5185397033424,7.69675245210484,5.46867985702846,5.97703563200744,7.70394823285898,7.52321309139865,7.29157037093023,7.29820200562513,7.0807652487861,6.399345228246,7.64017848232688,7.39577295013201,5.97109766802497,6.70743038113004,6.59886337074665,6.90646205977589,6.63531567263186,6.70774170483201,6.06926052445437,7.57804184072287,6.94193853583713,7.20343829618953,7.96442868615601
CBR4,4.78756147344678,4.96463063055134,5.08110914899904,4.97973365963731,4.86173559678979,4.72799242197594,5.14484609702362,5.28282802089984,5.41480319892037,4.72192306677181,5.2989715318442,5.63392516198747,6.02534472347696,5.28372794913562,5.40146558846394,5.02132931072093,5.17454448146936,5.1379626998864,4.90626583906893,4.76011085200698,4.70631051952195,6.20662710206651,4.60454809050297,5.25304295019513,4.85477734424311,4.5501635118021,4.8370421798407,4.79236491632666,4.92822221334593
CBS,5.8931779830288,5.4227929632009,6.08768600257825,5.65051116195774,5.59353568697014,6.16745451010308,5.25172612203054,6.62705935675827,5.62408068246302,5.35346379624397,5.53435056624726,7.15430100272708,5.85848005367004,6.08545405077025,6.08737391904604,7.16995075013245,6.97659412739111,7.6050863881224,6.44894170361833,6.22652460746444,5.88825644076253,6.36170093925178,6.13703564592691,5.61830284538171,5.65168434633505,5.41165905420985,6.6456189699346,8.32771165391416,5.20418725111079
CBX1,4.64113739360299,8.63411859185662,7.50520456963458,7.81794303793913,6.96838427199348,7.33299815178234,6.69680434788815,7.73550771591459,9.2465431070456,6.202342825146,8.40739743962118,6.78927801163454,6.32112046178313,6.16586067800637,6.84307491587585,6.18219965338666,8.66389950934162,7.92180299507056,8.2645018808066,7.8165745480759,6.55547003862273,7.09977311745783,7.935604821247,8.07947545084303,8.54520682955275,7.66957485764179,8.55476483697364,7.95843496302976,6.3129217147908
CBX2,6.08398045143405,5.7822714006887,5.38865433070249,5.48569465609635,5.69225377616926,5.51369884434978,5.54729307249525,5.46363440772205,5.85073003580834,5.78378881716666,5.63465613980369,5.75849735318302,5.29418231653854,5.6439459070039,5.28117413494722,5.75050357124397,5.48587900544362,5.41590170807729,5.81638606954331,5.51352578458972,5.43391919460469,5.69141038429003,5.58220520581897,5.08288112844937,5.53045533927103,5.70323922593441,5.4474848124521,5.38328776650449,5.38640338507447
CBX3,6.50619795823862,9.36602418796787,9.17474282866433,8.89172251785449,9.59049938047142,8.50143605469672,8.40134570909217,9.61250608364584,9.45336245268539,8.90828239297838,8.99185541367589,9.67113545224247,7.98390398549529,8.84004673122149,8.67281221446113,8.51729580257934,9.13855765991347,9.45188380410305,9.99572383719295,8.90528645696641,8.34475011076213,8.62827816017337,8.69644540705282,9.08506043426904,9.49836243043401,9.03054792359494,8.93456209267838,9.73467010390179,8.7798415033093
CBX4,5.067784845273,4.74888218880916,4.77307769771082,4.79829826608871,5.05324410168954,4.82999799244238,4.68449370929382,4.71600991274318,5.49647332807134,4.68247168044885,4.73837752174264,4.67898881159746,4.52375836939468,4.59341759421656,4.83635497414183,4.76215376731654,4.70805095930942,4.65071001783183,4.5254600825633,4.54639404025544,4.41761331312895,4.90585501663607,4.79753593290489,4.45258255439798,4.60681288638492,4.83292398368832,5.07406594777659,4.87247101260021,4.85658619919035
CBX5,7.76717309257693,7.41010899364086,7.37155479907087,6.9107823366752,6.91049445914025,7.15138125468142,7.6717539562148,7.76262375711305,7.8034842593838,6.67440315270871,7.32319743890471,7.43390985329663,7.18948632287517,7.24029656221836,7.08464680428344,7.06777228567013,7.60387765341136,7.9514039931727,7.61837590754095,7.15655721466827,6.8350779253605,7.60139233621884,7.64827972271806,7.21031198399272,7.54245771379712,7.2848219797863,7.59737717415017,7.80401046449125,7.67570831717889
CBX6,8.02105807233,7.75677576584865,8.2627953391182,7.32569338115393,7.90552261373956,7.58125279770782,7.89509208208211,7.52502436238438,7.98616324165852,7.89244241503392,7.80532076780005,9.49099448681392,7.63981987926267,7.87133586149108,8.14842321954073,7.82952985165109,8.06755424248636,7.969053523064,7.43610990949784,7.73785458712735,8.12738754728946,7.64127186996629,7.94848580766925,7.62684980956194,7.51947079349612,8.16863887558019,7.96860375586169,7.73884582143378,8.1587635761936
CBX7,6.37302305471335,6.12896492413429,6.39278503933283,6.42523610077559,6.45706375363003,6.59748232544366,7.06765211155443,6.30469745063625,6.3597672315925,6.38630920205101,6.04056666641382,9.58367066732305,6.96287050440464,6.79497599407482,7.50644314896551,6.52609361419117,6.20329562006006,6.39125093719737,5.70117390139821,6.06781894542324,6.40049882406534,5.65101494789301,6.31256021996332,6.36394760455806,5.89021059215698,6.39071891797102,6.42131892951465,6.04172671334107,7.00451645704721
CBX8,5.5278843048,4.88797006781811,4.78512699260056,4.93452666726654,4.91259279286847,4.96724882088208,5.03744186653676,5.03027813391869,5.09376780579055,5.20491069942129,5.05701154929438,4.70119554531159,5.21329449801724,4.76033943349557,5.08243359329916,5.01125436751377,5.16869892360341,4.82012074950415,4.61094599014033,4.80954879975064,4.70791088907046,5.11985682717532,4.85182258619834,4.66065830367014,4.88406891433513,4.8993935941206,5.10812286397151,4.89002975919919,4.82580946437415
CBY1,7.8234348020408,7.31701917084275,8.02986143418517,7.726348010989,8.32837568544296,7.26715430378087,7.30291052492515,8.05570210776594,7.9684756063072,7.41493671316292,7.85171801749572,10.0915901838942,7.83503170743522,7.25647418121449,7.81823813889138,7.48963558893851,8.2794189091715,7.68684319128801,8.11973653679604,7.42209773161719,7.39618629284789,7.31740340799292,7.32505837593011,8.28351042386005,7.99850774454276,8.12466571080373,8.01414992746964,7.63234555596291,7.68414348394604
CC2D1A,5.19288956743232,5.38108141161192,5.49954871040139,5.82692551958234,6.16574188875004,5.47319885021612,5.80340768253752,5.61954500868928,5.60316090031392,5.64816370455318,5.46538031030288,6.13984653220412,5.36858318555705,5.41326441282944,5.13427589414574,5.57462820450569,5.81334980893373,5.70741529444618,5.59520344046771,5.48743529478915,5.41421275442342,5.59948442752496,5.67341358360088,5.7694340499448,6.05547681451032,5.47229087876921,5.71389150930762,5.74908225831534,5.71075795724021
CCAR2,3.75430359270186,3.4462125721812,3.40831000116647,3.33464284113436,3.42436052406141,3.55760830161144,3.4890237839291,3.45750368366154,3.53044397824243,3.41702987301208,3.45786803094803,3.37907160116501,3.79175029050961,3.55209938897486,3.62154476877447,3.53454876686766,3.34109176252994,3.59845958104697,3.45559789915617,3.35758556422787,3.44470276691884,3.51578835912733,3.64050017667876,3.37687446046786,3.35385425334253,3.53338943448586,3.61892293385703,3.5581047119466,3.53686463898733
CCDC102B,3.24708498346271,3.09345855891783,3.13918298111896,2.98905143575477,3.18225333215092,3.11895837715024,3.09345855891783,3.17618935154805,3.14010745814699,3.37458374520502,3.02201185981844,3.07806671674847,3.31626463348636,2.98653542551317,2.99212612032016,3.25604804808558,3.05737607410423,3.03702781264186,3.14883952569128,3.12106554063921,3.12821303935072,3.17084027724956,3.11281060825549,3.18898195205754,3.14179439189117,3.11341558514439,3.0549776094091,2.96265999203082,3.07892120141113
CCDC106,4.29680290757563,4.18258451129976,4.11810582864925,4.04142066153727,4.20912811578496,4.63424944277934,4.29545588200002,4.18270060096152,4.07534133118041,4.38285032840973,4.33721552318179,4.0536074153684,4.58832130617468,4.17591508394733,4.44991047468917,4.31208931192488,4.13653752121795,4.24594667453204,4.28750062528999,4.13482261140823,4.33439513835281,4.23115983586945,4.19393144058529,4.09723725302042,3.78340854582202,3.88624520821678,4.2827886294782,4.21530346727281,4.43526981353334
CCDC121,3.55574596823286,3.49813218754381,3.63221897609271,3.51075427427389,3.61923369734878,3.28066261443399,3.45849089125901,3.3573579657595,3.511411629243,3.37372364429516,3.35023779359153,3.38649035069226,3.34459658597445,3.33851529584837,3.32497335934885,3.4457685843264,3.32246912087886,3.3876383449399,3.36920614405907,3.49691113823837,3.15278637360225,3.42786063100374,3.44073993227542,3.42614469593982,3.30645593079001,3.42853427741916,3.33611002720498,3.32659889653026,3.38913064242282
CCDC134,6.39580588699078,5.33972523162807,5.20986017697377,5.40619492781362,5.07635835970529,5.35850318315154,5.34325049855082,5.27117394126641,5.38744344298077,5.75549139340969,5.78847928792764,5.31456986159319,5.88031861338611,5.30352784806667,5.2793925166787,5.57593085689967,5.13048558439775,4.98935463160905,5.33349879053103,5.4439124022284,5.62032865478609,5.91485919527155,5.41579214751084,5.20670370045089,5.27305449581254,5.56794235455453,5.5428616976286,5.14484244232281,5.79615682668533
