,GSM4171496,GSM4171497,GSM4171499,GSM4171514,GSM4171517,GSM4171521,GSM4171522,GSM4171524,GSM4171527,GSM4171530,GSM4171531,GSM4171535,GSM4171536,GSM4171541,GSM4171543,GSM4171546,GSM4171560,GSM4171564,GSM4171572,GSM4171574,GSM4171578,GSM4171584
KERA,2.50853044568154,2.83043893205443,3.72056835596957,2.45458425614866,3.07791209993625,2.61060917550943,2.77447085775316,2.94723228417306,4.91296333729285,2.94651655269741,2.48592938960298,2.70941231243434,2.81025524058283,2.51430387060903,2.82207709020505,6.33484603220975,2.76186248800534,3.58270050112109,2.58246448616302,2.92060873024431,2.78925164912117,3.54435579547281
KGD4,7.9011764720492,8.30294228881807,7.47110863484074,7.84730361761698,8.26932200513749,8.02348320648976,7.70563110196681,8.5206284266526,9.06139644106268,7.5438912832159,7.65562659943769,7.56224750999994,7.71873497556156,7.86133047830463,7.80550299950384,8.10931087178215,8.11702028541002,8.48362978248328,8.32463593842867,7.83448978598698,8.12640256949445,8.11990478846544
KHDC1,5.10451993951131,5.44843272153505,5.54802212041021,4.91213057395777,5.08165691770768,4.68423561473288,5.27703601717222,5.11164691099041,4.06629761278393,4.41866008235352,4.87631529976719,5.10793426439369,4.8297348156694,5.513825144496,4.67532345313484,4.71585822387461,5.38716892904945,4.95880768763697,5.40025883467758,5.01996215100415,4.78901238346484,5.17602619939898
KHDC3L,4.24993970142294,4.21500709467905,4.16600146307439,4.24654958200325,4.08423849671224,4.26841382810897,4.18593072238813,3.48932600608091,4.24061269702836,4.04295431406171,4.43802799755259,4.13975386882866,3.93147302655549,4.10162737326209,3.95060447885062,3.81096912394413,3.93971205791649,3.94032840150267,4.24133540213688,3.98443828884257,3.77003102173151,4.13911173790364
KHDC4,10.0317040325373,9.73787741206553,11.0755691752117,9.82582075881555,8.92558113220244,9.20750914814233,9.32245591749427,8.63853532555473,9.07769461085803,9.98876971792154,8.6880677392582,9.01970670493228,9.64469584458363,9.28037577417644,9.16178203014153,8.32308938501082,9.84973921836064,8.69017425508369,9.56240602502356,9.11377559506413,8.65395146989929,8.95670440070577
KHDRBS1,10.4229536877134,10.3752944763809,9.76296872850512,10.6910207760078,10.1240398512601,10.4232660973168,10.6193249286329,10.4918792855251,10.382288461063,10.2682947664813,10.2786818061955,10.6649547506923,10.5052508443666,10.5471505014868,10.2817128892354,10.0521327002059,9.78953273913914,9.84606143338709,10.2984290443087,10.2820515376282,9.6819819741452,10.0033571579763
KHDRBS2,2.99922747860292,3.23820291610257,3.14995999258756,3.08244912582055,2.9407638843431,3.14677496812007,2.85092915596941,2.71984995452866,3.11715162396407,3.10742010702266,3.09576312073897,2.92889870416934,2.85831613673327,2.92992433979784,2.89737395801912,2.96608484416142,3.01922668830664,2.96448862187401,2.85661428127465,3.26155552753194,3.1326687188243,2.84680109999959
KHDRBS3,7.4792722616843,7.32180274571573,8.68732825674371,6.04098978378676,7.53560474597704,7.50802595190462,8.28168018703794,6.97440022987511,6.62570713677826,6.72279959278066,10.0158153737579,6.42808332026577,8.91683724808409,8.44266175197968,7.38719076864168,7.4493777560793,7.65489394528178,6.74441706887393,8.21933427700977,8.38727786853226,6.88567589898608,6.75386586536953
KHK,5.71587654967067,6.30990569679673,6.20098372566773,6.04530331584493,5.9448162903158,6.04675512224217,5.88169267180835,5.86094820797633,5.66892265236191,5.55943604275389,6.7423909759689,5.93893958669462,5.83044911284421,6.21545734596815,5.81638864625847,5.65466286050135,5.65330055741591,5.75897525379058,5.98395243218149,5.80577036309335,6.07139151893616,5.73933267308749
KHNYN,7.78941034528006,7.01878384291366,7.32889653705407,7.55912807603903,7.52407075129442,7.17324907547514,7.48560145108948,7.33986217859296,7.81990435347334,6.9140974389869,7.19189713967795,7.58792187936482,7.53915153205731,7.58322760345215,7.48761605900826,7.66752520678776,7.83013727372027,7.52034869586155,7.27241755944517,7.3202040675508,7.46816414197612,7.61999414286316
KHSRP,9.29025813916373,9.88260993406293,9.3875334726502,9.24149469546456,8.78710941626839,8.68186777499048,9.29641452201982,8.94657285722973,7.9456420176362,9.31424971594366,8.58751120763089,9.19904391658329,9.04646567576602,8.95842619570195,8.75207812448214,8.820463605067,8.39125623866913,8.56614111611237,9.29364940913056,9.21042959878142,8.70022352870384,8.73344397725873
KIAA0040,7.98569034099228,6.31827895352775,6.62043325117527,8.17970056336457,6.97702665547238,7.79249828544976,6.82711499114475,7.51414157763399,8.298495839816,7.03781694830344,6.64336297885701,6.35719805076813,6.46618340052443,7.23750671890214,7.23814286509859,6.70208660204034,7.82434329576916,7.74397273814761,6.55925759819163,6.66044266087697,7.13319411914591,7.00349821661083
KIAA0087,2.36721603727127,2.36961291657771,2.3041068009225,2.42755578150743,2.24799956263725,2.17797417512634,2.29534048919209,2.15854435197117,2.30038219026114,2.18354141267936,2.33275046180457,2.19429411065646,2.25384658579569,2.32887026846109,2.18800655271656,2.28222487283609,2.23752101558414,2.135153690201,2.3321292652206,2.12798393251264,2.18132818744083,2.19429411065646
KIAA0232,7.79731017244034,7.25820704467189,7.34038320183346,8.29671200537914,8.73174606650895,7.5640614909224,7.51891135645123,8.39003218708076,9.4027497834748,8.42654308780228,7.06507720210413,7.33138595246184,7.72978383948971,7.5926386469304,8.69418548008067,8.01292586167146,8.55834062522342,8.88471046362838,7.67428921074651,8.38136119085284,8.50768225704891,8.39634045451283
KIAA0319,3.3022135275197,3.94992368166881,3.80018421556733,4.71768142921438,3.84357559307742,4.22984510904753,4.15127296742468,3.70048682974767,3.67492831038866,3.67140220541485,4.15318846291557,4.02941642325021,3.99899138103521,4.14341264202179,4.24870435478056,3.81303271215157,5.50884988223507,3.76507582364432,3.98984391792208,3.97288138656003,3.47788147968897,3.93074467110944
KIAA0319L,6.67334121472736,7.59833251001719,7.3722748337298,6.76747514105934,6.89073576639687,6.97108659524959,6.954953208577,7.80374133251645,7.98577058267372,6.54020645003578,7.01444107213582,6.83640148493315,7.11327175018315,7.0220567322654,7.73579873922215,6.94934771950302,8.20518984782714,8.04437154760263,6.86118228936578,7.27392726290753,6.75368910801855,7.80090932832414
